  7.51208   152.326401    28.613546     0.009681   -22.512831    11.806273    13.867653    -0.900071    -0.327601  -180.612000     4.100448     2.000000
  6.35620   144.508759   -31.488903     0.012061   -25.032866    17.850000   -18.832493    -0.932727     2.187236   -47.068176     4.664209     2.000000
  7.17662   100.448120   -50.995705     0.011208    -3.824961    20.742430   -26.042641    -0.934021    -0.576804   -48.048756     6.998264     2.000000
  6.65408   192.382721    34.499298     0.019132   -45.960392   -10.090513    32.339180    -0.916319     0.850085   -37.286427     5.587151     2.000000
  9.36675   222.428680    31.180691     0.019523   -36.789837   -33.627529    30.162910    -0.924595    -0.016074   -82.671425     3.042583     2.000000
  8.98222   175.620605   -13.677736     0.025226   -72.827377     5.577403   -17.775322    -0.929981     0.764005   -45.108181     6.416617     1.947000
  9.58175   211.845749   -17.320692     0.024358   -58.875835   -36.569679   -21.614746    -0.931382     1.349653   -46.087978     5.281077     1.981500
 11.74308   209.148636   -64.765366     0.012771   -14.212640    -7.926463   -34.528839    -0.916319     0.807683   -37.286427     6.417980     2.000000
 12.92188   250.738892    43.060413     0.013528    -9.743170   -27.882799    27.601120    -0.903875    -0.444474  -406.733673     2.542799     2.000000
 10.44572   164.645218     7.398424     0.015818   -45.177490    12.405602     6.083417    -0.904697     0.159611  -158.822708     1.483212     2.000000
  4.48419   224.025833   -36.583488     0.007909   -13.663791   -13.206885   -14.104515    -0.935266    -0.125600   -49.029709     1.881541     2.000000
 10.86571   224.579346    -7.805229     0.029414   -61.793621   -60.892868   -11.891995    -0.904697     0.995148   -32.416481     9.397774     0.615000
 10.85765    86.556717    48.655293     0.008104     0.962058    15.989271    18.204454    -0.902439    -0.438051  -185.468109     8.363691     2.000000
 11.94116   156.250641    27.843893     0.028637   -69.010056    30.364222    39.825001    -0.915286     1.140335   -72.904251     3.452687     0.709500
  7.94308   244.734390     1.131671     0.021660   -27.567083   -58.409321     1.275869    -0.935266    -0.186652   -49.029709     5.554555     2.000000
 12.27747   133.849380    11.510778     0.024150   -48.865868    50.868999    14.364819    -0.920211     0.329868  -116.212326     3.731659     1.912000
  5.98534   180.817581   -17.951187     0.009449   -26.884193    -0.383650    -8.710775    -0.900071     0.535608   -90.887573     3.230717     2.000000
 12.91890   170.589386   -27.300329     0.019528   -51.084087     8.466640   -26.726519    -0.905447     0.635919  -223.763824     4.304843     2.000000
 10.37135   123.237061     0.070929     0.009795   -16.057434    24.503721     0.036268    -0.902592    -0.193152  -277.971710     5.487680     2.000000
  8.67930   218.026932    18.544119     0.023445   -52.199738   -40.822441    22.229301    -0.941849     0.744070   -54.922462     4.949237     2.000000
 12.26096   176.309937    41.691097     0.028633   -63.533024     4.097426    56.705711    -0.909713     1.219719   -68.031677     8.478894     0.720000
 28.00716   200.062149   -66.146088     0.026519   -30.009579   -10.959471   -72.251968    -0.913688     0.453868  -141.902435    14.293077     0.716500
 11.78091   195.950287    13.311681     0.017238   -48.155811   -13.763247    11.850142    -0.905074     0.547040  -222.791428     1.290475     2.000000
  6.67485   230.625107    75.387093     0.008364    -4.005195    -4.880362    24.215305    -0.900841    -0.206410  -152.021027     4.454005     2.000000
  9.44428   217.199509    15.178720     0.011114   -25.546797   -19.390734     8.701091    -0.901623    -0.282097  -244.554901     1.405991     2.000000
 10.07818   245.820557    38.073734     0.021055   -20.251635   -45.105217    38.731670    -0.901031    -0.290438   -91.858589     5.056608     2.000000
